166	Kayt
100	El_Kayto
91	Kayt
91	Kathata
87	Katoto
48	Katha
45	KRulu
40	Kayt
39	Kayt
38	braino
38	braino
38	braino
36	Kayt
35	braindead
35	Kayto
35	Katha
34	El_Hirno
